Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,predicted_emojis,predicted_sentence,gender_logits,sentiment_logits,emotion_logits,age_logits,stance_logits,real_emojis
3269,6972,de46ac8e6af892fec4753b6ae1760837,Trump is an incompetent fool and won't even last a year 😂,57,8,Trump is an incompetent fool and won't even last a year ,female,negative,happiness,teen,against,False,🤡🚫👎,Trump is an incompetent fool and won't even last a year  🤡🚫👎,female,negative,anger,teen,against,😂
3270,6975,de46ac8e6af892fec4753b6ae1760837,"He is not going to last 4 years or even 1 year, probably not even a month 😀",75,8,"He is not going to last 4 years or even 1 year, probably not even a month ",male,negative,happiness,teen,against,False,🤦‍♂️🚫💔,"He is not going to last 4 years or even 1 year, probably not even a month  🤦‍♂️🚫💔",male,negative,sadness,adult,against,😀
3271,6980,de46ac8e6af892fec4753b6ae1760837,The only award Donald Trump would win is for moron of the year and every year 😂,79,8,The only award Donald Trump would win is for moron of the year and every year ,female,negative,happiness,teen,against,False,🏆🤦‍♂️🚫,The only award Donald Trump would win is for moron of the year and every year  🏆🤦‍♂️🚫,male,negative,anger,teen,against,😂
3272,6983,de46ac8e6af892fec4753b6ae1760837,That's wonderful to know then but it should be stopped 🤣,56,8,That's wonderful to know then but it should be stopped ,female,neutral,happiness,teen,against,True,🙏🚫😐,That's wonderful to know then but it should be stopped  🙏🚫😐,female,neutral,disgust,teen,against,🤣
3273,7075,bc0ddf1f27dcf183a5e43e86b6c83b39,"ugh. 

Women Are Penalized at Work for the Possibility They Might Have Kids Someday:
 #🙄",88,8,"ugh. 

Women Are Penalized at Work for the Possibility They Might Have Kids Someday:
 #",female,negative,sadness,adult,against,True,🤯🚫👩,"ugh. 

Women Are Penalized at Work for the Possibility They Might Have Kids Someday:
 # 🤯🚫👩",female,negative,anger,adult,against,🙄
3274,7111,3dea744aef12e2a843eae2430cc62ebc,Would absolutely love to be going mk tonight 👎🏼,47,8,Would absolutely love to be going mk tonight ,female,negative,sadness,teen,against,False,🏃‍♀️💃🕺,Would absolutely love to be going mk tonight  🏃‍♀️💃🕺,female,positive,happiness,teen,none,👎🏼
3275,7160,5ca3a0bd3421496e0dfb0c6260678797,Finally telling a fuck boy what you've wanted to say for months 😤🤗🙃👍🏼 HAHA FUCK YOU,83,7,Finally telling a fuck boy what you've wanted to say for months  HAHA FUCK YOU,female,negative,happiness,teen,against,False,👋💁‍♀️😂,Finally telling a fuck boy what you've wanted to say for months  HAHA FUCK YOU 👋💁‍♀️😂,female,negative,happiness,teen,against,😤🤗🙃👍🏼
3276,7181,f5c2e92d89e7ad77e1e9e803b7f139a2,Can't even walk to the gym bc of this horrible weather 😭😭 thanks for stuffing up my schedule Wellington,103,8,Can't even walk to the gym bc of this horrible weather  thanks for stuffing up my schedule Wellington,female,negative,sadness,teen,against,True,☁️😒🏋️‍♀️,Can't even walk to the gym bc of this horrible weather  thanks for stuffing up my schedule Wellington ☁️😒🏋️‍♀️,female,negative,sadness,adult,none,😭😭
3277,7209,93554127f674973915878a6a6c4b78eb,I find it so hard to blog about silly things like makeup when our country is being pimped out for a trade deal with hitler2. 🤔🙈☹️,129,8,I find it so hard to blog about silly things like makeup when our country is being pimped out for a trade deal with hitler2. ,female,negative,sadness,adult,against,False,🤕🚫💔,I find it so hard to blog about silly things like makeup when our country is being pimped out for a trade deal with hitler2.  🤕🚫💔,female,negative,sadness,adult,against,🤔🙈☹
3278,7281,9f0e1952238d6e340db9f9f3c63585cb,They're going to destroy another country and kill millions of its ppl just for oil 😔,84,8,They're going to destroy another country and kill millions of its ppl just for oil ,female,negative,sadness,adult,against,False,⚠️💀🛢️,They're going to destroy another country and kill millions of its ppl just for oil  ⚠️💀🛢️,female,negative,anger,teen,against,😔
3279,7399,8d1158361155533896d15bf03829d29d,How is this legal. Working in 40 degree heat WITH NO AIR. 💔💔,60,8,How is this legal. Working in 40 degree heat WITH NO AIR. ,female,negative,sadness,teen,against,True,🤯💦😓,How is this legal. Working in 40 degree heat WITH NO AIR.  🤯💦😓,female,negative,anger,teen,none,💔💔
3280,7438,aedb280901795c76741deb7b055b45a7,#OrangeShiteHat 😊👍,18,8,#OrangeShiteHat ,female,positive,happiness,teen,against,True,🤡🎩🔥,#OrangeShiteHat  🤡🎩🔥,female,negative,anger,teen,against,😊👍
3281,7450,aedb280901795c76741deb7b055b45a7,only JANUARY Polly. ..I can't take 4 more years of this.. 💔🌍,60,8,only JANUARY Polly. ..I can't take 4 more years of this.. ,female,negative,sadness,adult,against,False,😩🤯😓,only JANUARY Polly. ..I can't take 4 more years of this..  😩🤯😓,female,negative,sadness,teen,against,💔🌍
3282,7519,c6e2b74c7af162dc0d72a2080cb79a02,that's shit ☹️,14,8,that's shit ,female,negative,sadness,teen,against,False,💔😒💩,that's shit  💔😒💩,female,negative,sadness,teen,against,☹
3283,7596,38852ed4261ed7fd10c4eb853467616c,"Roll the Liverpool fans saying ""we set out for top 4 this year so we're happy"" 😂😂😂",82,3,"Roll the Liverpool fans saying ""we set out for top 4 this year so we're happy"" ",male,negative,happiness,teen,against,True,😂🙄👀,"Roll the Liverpool fans saying ""we set out for top 4 this year so we're happy""  😂🙄👀",male,negative,disgust,teen,against,😂😂😂
3284,7600,38852ed4261ed7fd10c4eb853467616c,Lukaku tried all he could to rob that 😂😂😂#EVEMCI,48,8,Lukaku tried all he could to rob that #EVEMCI,male,negative,happiness,teen,against,True,😂🤦‍♂️🚫,Lukaku tried all he could to rob that #EVEMCI 😂🤦‍♂️🚫,male,negative,happiness,teen,against,😂😂😂
3285,7614,38852ed4261ed7fd10c4eb853467616c,couple of wins in a row and every UTD fan i know is bruising the belly off themselves and we're deluded 😂😂,106,8,couple of wins in a row and every UTD fan i know is bruising the belly off themselves and we're deluded ,male,negative,happiness,adult,against,True,🏆😂🤣,couple of wins in a row and every UTD fan i know is bruising the belly off themselves and we're deluded  🏆😂🤣,male,neutral,happiness,adult,against,😂😂
3286,7643,3db0962165b24110ba4cb7c647dfbf8d,Glad Jodie is suffering today for her antics last night 🙂👍🏽 #nosleep,68,8,Glad Jodie is suffering today for her antics last night  #nosleep,female,negative,happiness,teen,against,False,😴😒👀,Glad Jodie is suffering today for her antics last night  #nosleep 😴😒👀,female,negative,anger,teen,against,🙂👍🏽
3287,7710,dfbf58396b317cccb074056b9df4abdd,"literally was so excited for the election to be over and to not see him anymore, but sadly that's just not the case 😒😓",118,8,"literally was so excited for the election to be over and to not see him anymore, but sadly that's just not the case ",female,negative,sadness,teen,against,False,😒🙄😩,"literally was so excited for the election to be over and to not see him anymore, but sadly that's just not the case  😒🙄😩",female,negative,sadness,teen,against,😒😓
3288,7738,8543b1a1f2a53cef8f98dbda0381ee94,I'm full of hope - I've just read 'Hannity has integrity' #giggles😀,67,8,I'm full of hope - I've just read 'Hannity has integrity' #giggles,female,positive,happiness,teen,against,False,😂🙄🤣,I'm full of hope - I've just read 'Hannity has integrity' #giggles 😂🙄🤣,female,negative,sadness,teen,against,😀
3289,7745,530f7a9bfc32a0231259cc3b633ce681,"didn't happen, it's totally fake 😂",34,8,"didn't happen, it's totally fake ",female,negative,happiness,teen,against,True,❌🚫😒,"didn't happen, it's totally fake  ❌🚫😒",female,negative,disgust,teen,against,😂
3290,7939,c3ef7893b1dae0ad9602f8f166e78a,yeah they've totally lost their momentum now! 😱,47,8,yeah they've totally lost their momentum now! ,female,negative,surprise,teen,against,True,📉😐💔,yeah they've totally lost their momentum now!  📉😐💔,female,negative,sadness,teen,against,😱
3291,7987,7682df26b0e2672c8f645ef8d88e35b4,oh! Tut tut Kay a tad unprofessional 😱 mortified for you,56,8,oh! Tut tut Kay a tad unprofessional  mortified for you,female,negative,surprise,teen,against,True,😳🙈😂,oh! Tut tut Kay a tad unprofessional  mortified for you 😳🙈😂,female,negative,surprise,teen,against,😱
3292,7998,7682df26b0e2672c8f645ef8d88e35b4,The screenagers screaming hysterically twitching and sweats have ensued virtual panic setting in 😁as  servers are down 😝😝😝😝,123,8,The screenagers screaming hysterically twitching and sweats have ensued virtual panic setting in as  servers are down ,female,negative,surprise,teen,against,False,😱💻😓,The screenagers screaming hysterically twitching and sweats have ensued virtual panic setting in as  servers are down  😱💻😓,female,negative,fear,teen,none,😁😝😝😝😝
3293,8053,3c29f8a6107f9f319467aa87749da2f7,I cried during the 5 minute standing ovation for Bernie's introduction.I knew then our dream died.😭,99,8,I cried during the 5 minute standing ovation for Bernie's introduction.I knew then our dream died.,female,negative,sadness,adult,against,True,😭👏💔,I cried during the 5 minute standing ovation for Bernie's introduction.I knew then our dream died. 😭👏💔,female,negative,sadness,adult,against,😭
3294,8063,15a9570233448a3c9e66e70a2d7a72b9,"Bwahaha, I should've known it was President Cheeto's fault. 😉😁",62,8,"Bwahaha, I should've known it was President Cheeto's fault. ",female,positive,happiness,teen,against,False,🤣🍊😒,"Bwahaha, I should've known it was President Cheeto's fault.  🤣🍊😒",female,negative,anger,teen,against,😉😁
3295,8078,15a9570233448a3c9e66e70a2d7a72b9,"This is my 1st time I've paid for Prime, especially for Xmas &amp; either items simply aren't eligible or won't arrive in time. 😔",129,8,"This is my 1st time I've paid for Prime, especially for Xmas &amp; either items simply aren't eligible or won't arrive in time. ",female,negative,sadness,adult,against,False,😒🚫🎄,"This is my 1st time I've paid for Prime, especially for Xmas &amp; either items simply aren't eligible or won't arrive in time.  😒🚫🎄",female,negative,sadness,adult,against,😔
3296,8126,c5233d565e9a0790bef0b085e69112e7,Three years since  and I broke up... and he's STILL trying to get me to watch Snooker on a Sunday afternoon. Nope 🙅🏻,116,8,Three years since  and I broke up... and he's STILL trying to get me to watch Snooker on a Sunday afternoon. Nope ,female,negative,sadness,adult,against,False,🙅‍♀️📺😒,Three years since  and I broke up... and he's STILL trying to get me to watch Snooker on a Sunday afternoon. Nope  🙅‍♀️📺😒,female,negative,disgust,adult,against,🙅🏻
3297,8342,414838fe6c4d2d03ba30f2f901c1152e,"Anyone get offers for China, take them. The cash might not be avail in a couple years when they realise it's not working!! 🤑🤑. #seriouscash",139,8,"Anyone get offers for China, take them. The cash might not be avail in a couple years when they realise it's not working!! . #seriouscash",male,negative,happiness,adult,against,False,💸🇨🇳⏰,"Anyone get offers for China, take them. The cash might not be avail in a couple years when they realise it's not working!! . #seriouscash 💸🇨🇳⏰",male,negative,fear,adult,against,🤑🤑
3298,8467,88b516f14f520d7b5ce55286b89231c8,"Football has changed over the last few years for the worse IMO. Runners &amp; athletes being lauded, technical play almost being frowned upon 🙄",143,8,"Football has changed over the last few years for the worse IMO. Runners &amp; athletes being lauded, technical play almost being frowned upon ",male,negative,sadness,adult,against,False,🏈😐👎,"Football has changed over the last few years for the worse IMO. Runners &amp; athletes being lauded, technical play almost being frowned upon  🏈😐👎",male,negative,sadness,adult,against,🙄
3299,8468,88b516f14f520d7b5ce55286b89231c8,Lads we honestly haven't a hope with blokes like this around 😂,62,8,Lads we honestly haven't a hope with blokes like this around ,male,negative,happiness,teen,against,True,🤦‍♂️🚫😒,Lads we honestly haven't a hope with blokes like this around  🤦‍♂️🚫😒,male,negative,sadness,teen,against,😂
3300,8472,88b516f14f520d7b5ce55286b89231c8,The idea of a Royal Family is insane when you think about it 😂,62,8,The idea of a Royal Family is insane when you think about it ,male,neutral,happiness,teen,against,False,🤯👑😂,The idea of a Royal Family is insane when you think about it  🤯👑😂,female,neutral,surprise,teen,against,😂
3301,8514,a2d2cc87aefbf33897273a31b1192d47,"Oh well, at least it wasn't as bad as the nonsensical  ""tomb of the Witch King"" bollocks they made up 😀",103,8,"Oh well, at least it wasn't as bad as the nonsensical  ""tomb of the Witch King"" bollocks they made up ",male,neutral,happiness,adult,against,True,🙄👑💀,"Oh well, at least it wasn't as bad as the nonsensical  ""tomb of the Witch King"" bollocks they made up  🙄👑💀",female,negative,disgust,adult,against,😀
