Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,gender_labels_using_sentence,sentiment_labels_using_sentence,emotion_labels_using_sentence,age_labels_using_sentence,stance_labels_using_sentence,random_sentence,gender_labels_using_random_sentence,sentiment_labels_using_random_sentence,emotion_labels_using_random_sentence,age_labels_using_random_sentence,stance_labels_using_random_sentence,real_emojis,random_emojis
2316,4305,c681ac9dd6bc5e06070a5dc32d85e4a8,James giving me his scary face 😄😄😄,34,8,James giving me his scary face ,female,positive,happiness,child,none,False,female,neutral,fear,child,none,James giving me his scary face  💎🧸📖,female,neutral,surprise,child,none,😄😄😄,💎🧸📖
2317,4323,1449bf215c056e0c2d74f6f7f4b1d9f0,"So much for clean water. 
😭😭😭😭😭😭😭😭😭😭",36,8,"So much for clean water. 
",female,negative,sadness,child,none,False,female,negative,sadness,adult,against,"So much for clean water. 
 👃🍰☠️",female,negative,disgust,teen,against,😭😭😭😭😭😭😭😭😭😭,👃🍰☠
2318,4327,7ece7556572967664a77324bbc2eaa37,Thanks you too 🍾,16,8,Thanks you too ,female,positive,happiness,child,none,False,female,positive,happiness,child,none,Thanks you too  🤘👄👺,female,positive,happiness,teen,none,🍾,🤘👄👺
2319,4378,7953f93be05eb5acc9e90130011f121d,so many puppy cuddles waiting!!! ❤️,35,8,so many puppy cuddles waiting!!! ,female,positive,happiness,child,none,False,female,positive,happiness,child,none,so many puppy cuddles waiting!!!  🧸😡🥴,female,negative,anger,teen,none,❤,🧸😡🥴
2320,4453,ca08330e701e4e5582b71e7f96af62a8,Thank you!😘💗,12,4,Thank you!,female,positive,happiness,child,none,False,female,positive,happiness,child,none,Thank you! 🌚🐑☕,female,positive,happiness,child,none,😘💗,🌚🐑☕
2321,4458,ca08330e701e4e5582b71e7f96af62a8,Thank you lovely💗💜,18,4,Thank you lovely,female,positive,happiness,child,none,False,female,positive,happiness,teen,none,Thank you lovely 🤜😅📚,female,positive,happiness,teen,none,💗💜,🤜😅📚
2322,4518,c08f387282c1525afde48b063f5f9806,did they give  a girls bike? 😂,30,8,did they give  a girls bike? ,female,neutral,happiness,child,none,False,female,neutral,surprise,child,none,did they give  a girls bike?  ☎️👄🥇,female,neutral,surprise,child,none,😂,☎👄🥇
2323,4529,99776b6ff0a71840a09bc65cfe6e09b5,"sat down and had a cup of tea, I'd say getting back up will be a struggle 😂",75,7,"sat down and had a cup of tea, I'd say getting back up will be a struggle ",female,neutral,happiness,senior,none,True,female,negative,sadness,adult,none,"sat down and had a cup of tea, I'd say getting back up will be a struggle  🛒🎇🙅",female,negative,sadness,adult,none,😂,🛒🎇🙅
2324,4584,934084c3564245c8a9140f492bd69785,Happy 12th birthday JNR 😊hope you have a lush day &amp; lots of fun .. love u all the stars in the…,99,3,Happy 12th birthday JNR hope you have a lush day &amp; lots of fun .. love u all the stars in the…,female,positive,happiness,child,none,False,female,positive,happiness,child,none,Happy 12th birthday JNR hope you have a lush day &amp; lots of fun .. love u all the stars in the… 🤮⚡😇,female,positive,happiness,child,none,😊,🤮⚡😇
2325,4590,934084c3564245c8a9140f492bd69785,My little munchkins 👻👻 #Halloween #facepaint #pumkins,53,8,My little munchkins  #Halloween #facepaint #pumkins,female,positive,happiness,child,none,True,female,positive,happiness,child,none,My little munchkins  #Halloween #facepaint #pumkins 🌱❓🏠,female,positive,happiness,child,none,👻👻,🌱❓🏠
2326,4591,934084c3564245c8a9140f492bd69785,Kiddie winkles enjoyed the Halloween party 👻,44,1,Kiddie winkles enjoyed the Halloween party ,female,positive,happiness,child,none,True,female,positive,happiness,child,none,Kiddie winkles enjoyed the Halloween party  👿🥓😍,female,positive,happiness,child,none,👻,👿🥓😍
2327,4602,934084c3564245c8a9140f492bd69785,Pampering the lil ones 😍❤️,26,8,Pampering the lil ones ,female,positive,happiness,child,favor,True,female,positive,happiness,child,none,Pampering the lil ones  ♥️🤟😵,female,positive,happiness,child,none,😍❤,♥🤟😵
2328,4611,934084c3564245c8a9140f492bd69785,❤️❤️ @ Hilton Hotel Cardiff,27,8, @ Hilton Hotel Cardiff,female,positive,happiness,child,favor,False,unknown,neutral,surprise,adult,none, @ Hilton Hotel Cardiff 🇨🇦😬😇,female,neutral,surprise,teen,none,❤❤,🇨🇦😬😇
2329,4632,a7d917d813e747550e0887575860a85c,IT'S A GIRL. 💗,14,8,IT'S A GIRL. ,female,positive,happiness,child,favor,False,female,positive,happiness,child,none,IT'S A GIRL.  🤨🍒💬,female,neutral,surprise,teen,none,💗,🤨🍒💬
2330,4641,a7d917d813e747550e0887575860a85c,This Monday is the only Monday I'll ever look forward too. 😍👶🏼,62,8,This Monday is the only Monday I'll ever look forward too. ,female,positive,happiness,child,none,False,female,positive,happiness,teen,none,This Monday is the only Monday I'll ever look forward too.  ▶️🔴🙈,female,positive,happiness,teen,none,😍👶🏼,🔴🙈
2331,4686,a7d917d813e747550e0887575860a85c,I'm 12 weeks tomorrow and that means only a few more weeks until I find out the gender 👣💕,89,8,I'm 12 weeks tomorrow and that means only a few more weeks until I find out the gender ,female,positive,happiness,child,none,False,female,positive,happiness,child,none,I'm 12 weeks tomorrow and that means only a few more weeks until I find out the gender  🚬😋📦,female,positive,happiness,child,none,👣💕,🚬😋📦
2332,4702,f097901058be8e69596005818b032201,Finally saw Secret Life of Pets and I loved it 🐶🐱🐹🐰🐷🐤,53,8,Finally saw Secret Life of Pets and I loved it ,female,positive,happiness,child,favor,False,female,positive,happiness,teen,favor,Finally saw Secret Life of Pets and I loved it  🍰🍊🦊,female,positive,happiness,child,favor,🐶🐱🐹🐰🐷🐤,🍰🍊🦊
2333,4703,f097901058be8e69596005818b032201,OMG BALLOONS ON YOUR TWITTER FANTASTIC 🎈🎁🎈,42,8,OMG BALLOONS ON YOUR TWITTER FANTASTIC ,female,positive,happiness,child,none,False,female,positive,happiness,child,none,OMG BALLOONS ON YOUR TWITTER FANTASTIC  ☮️💤🐐,female,positive,happiness,teen,none,🎈🎁🎈,☮💤🐐
2334,4711,ffe4df0924e74cdc1d0ec6b980529ae7,😮 thank you!,12,4, thank you!,female,positive,surprise,child,none,False,female,positive,happiness,child,none, thank you! 🍂🤟🕺,female,positive,happiness,teen,none,😮,🍂🤟🕺
2335,4718,92fd3af0fc8b1978115bbda324353913,Praise be the babby Jaysis 👼,28,8,Praise be the babby Jaysis ,female,positive,happiness,child,none,False,female,positive,happiness,child,none,Praise be the babby Jaysis  💡🚫🙋,female,positive,happiness,child,none,👼,💡🚫🙋
2336,4759,482cbc2aa9c2bcb4947011ba3a9079c1,This just happened. 🐊,21,8,This just happened. ,female,neutral,surprise,child,none,False,unknown,neutral,surprise,teen,none,This just happened.  😫🦆💛,female,neutral,sadness,teen,none,🐊,😫🦆💛
2337,4779,30a20fad863ef8d1f02890920849a243,thanks 😊,8,8,thanks ,female,positive,happiness,child,none,True,female,neutral,happiness,child,none,thanks  🍧✨🍆,female,positive,happiness,child,none,😊,🍧✨🍆
2338,4788,b9b395731a9eab837d2b8bed9089e461,.    I got a 🍩 too!,19,8,.    I got a  too!,female,positive,happiness,child,none,True,female,neutral,happiness,child,none,.    I got a  too! 😸🤰🐎,female,positive,happiness,child,none,🍩,😸🤰🐎
2339,4793,7d21c112fa24ce41fae98d183f613322,Chris and his mate the polar bear 😀,35,8,Chris and his mate the polar bear ,male,positive,happiness,child,none,False,male,neutral,happiness,child,none,Chris and his mate the polar bear  😴😦😀,male,positive,happiness,child,none,😀,😴😦😀
2340,4820,833dd00c2825a2ac30279cf9a81987b2,😢 that's awesome. ❤,19,8, that's awesome. ,female,positive,happiness,child,none,False,female,positive,happiness,teen,none, that's awesome.  🌝💐✈️,female,positive,happiness,child,none,😢❤,🌝💐✈
2341,4821,833dd00c2825a2ac30279cf9a81987b2,thanks! 👍,9,8,thanks! ,female,positive,happiness,child,none,True,female,positive,happiness,child,none,thanks!  🥀🌹🥚,female,neutral,sadness,teen,none,👍,🥀🌹🥚
2342,4835,29dc81ca39456f94a14193a09684266c,#LateLateToyShow I love Irish fairy music💕 what fun,51,8,#LateLateToyShow I love Irish fairy music what fun,female,positive,happiness,child,favor,False,female,positive,happiness,child,favor,#LateLateToyShow I love Irish fairy music what fun 💐🌜🌌,female,positive,happiness,child,favor,💕,💐🌜🌌
2343,4838,5463ab2bafd15c3290f2ea91fbcfa5a3,Fluffy resistance puppy 💘,25,8,Fluffy resistance puppy ,female,positive,happiness,child,none,False,female,positive,happiness,child,none,Fluffy resistance puppy  ♨️😕👃,female,neutral,sadness,child,none,💘,♨😕👃
2344,4848,5c585a3ca81a5b3d4d5626a17622a883,THANK YOU 🙌,11,4,THANK YOU ,female,positive,happiness,child,none,True,female,positive,happiness,child,none,THANK YOU  🌕🍝🍄,female,positive,happiness,child,none,🙌,🌕🍝🍄
2345,4885,1069f66c9d5862f860277d32780ac459,It's that cat collar again  !! 🐈,32,8,It's that cat collar again  !! ,female,neutral,happiness,child,none,False,female,neutral,surprise,child,none,It's that cat collar again  !!  🍾🎄🎂,female,positive,happiness,teen,none,🐈,🍾🎄🎂
2346,4890,1069f66c9d5862f860277d32780ac459,And not forgetting  who does the ultimate mini me dresses 🦄,59,8,And not forgetting  who does the ultimate mini me dresses ,female,positive,happiness,child,none,False,female,neutral,happiness,teen,none,And not forgetting  who does the ultimate mini me dresses  😂▶️🤚,female,positive,happiness,teen,none,🦄,😂🤚
2347,4907,2e1c413be826939293a104e1120d4361,🙈🙈🙈 thanks,10,8, thanks,female,neutral,happiness,child,none,False,female,neutral,happiness,child,none, thanks 🌴😯🤠,female,positive,surprise,child,none,🙈🙈🙈,🌴😯🤠
2348,4909,2e1c413be826939293a104e1120d4361,😩😩😂😂😂😂 my chwest,16,8, my chwest,female,neutral,happiness,child,none,True,female,neutral,surprise,child,none, my chwest 🇲🇽🔞😃,female,positive,happiness,teen,none,😩😩😂😂😂😂,🇲🇽🔞😃
2349,4910,2e1c413be826939293a104e1120d4361,Aww😘😘 thanks mami,17,8,Aww thanks mami,female,positive,happiness,child,none,False,female,positive,happiness,child,none,Aww thanks mami 😀👌🌞,female,positive,happiness,child,none,😘😘,😀👌🌞
2350,4927,2e1c413be826939293a104e1120d4361,😂😂😂😂😂😂 stop it,14,8, stop it,female,neutral,happiness,child,none,False,female,negative,anger,child,none, stop it 👠✨✊,female,neutral,anger,teen,none,😂😂😂😂😂😂,👠✨✊
2351,4947,8323b54f9a6dc9e5b7c893361acfc957,thanks for sharing 🙏,20,8,thanks for sharing ,female,positive,happiness,child,none,False,female,positive,happiness,adult,none,thanks for sharing  👈😙🦅,female,positive,happiness,teen,none,🙏,👈😙🦅
2352,4980,f59b25b8588acb257dbcce29312384e8,LIFE IS GOOD 👍🏻👐🏼😎💃🏼🐶,21,8,LIFE IS GOOD ,female,positive,happiness,child,none,False,male,positive,happiness,adult,none,LIFE IS GOOD  🧸💕🍽️,female,positive,happiness,child,none,👍🏻👐🏼😎💃🏼🐶,🧸💕🍽
2353,5006,beaca53c048f304bf5a16dfb590b40df,"Happy birthday  !
🎁🎈🎉🎂🍹💙
(See? Sometimes I say nice things.)",60,3,"Happy birthday  !

(See? Sometimes I say nice things.)",female,positive,happiness,child,none,False,female,positive,happiness,teen,none,"Happy birthday  !

(See? Sometimes I say nice things.) 💡❌🇺🇸",female,positive,happiness,teen,none,🎁🎈🎉🎂🍹💙,💡❌🇺🇸
2354,5045,884bb8cc43fba545ba3fbaeb08543320,⚡️ “Meet the candy-striped hermit crab”,39,8, “Meet the candy-striped hermit crab”,female,positive,happiness,child,none,True,female,neutral,surprise,child,none, “Meet the candy-striped hermit crab” 🥊📍🥇,female,neutral,surprise,child,none,⚡,🥊📍🥇
2355,5099,7dd88ad56eeb724cc808dc88de73cff2,"No sunbathing for me today, or maybe even the rest of the week.. Today is overcast so inside &amp; reading or coloring for me 😊😊",128,8,"No sunbathing for me today, or maybe even the rest of the week.. Today is overcast so inside &amp; reading or coloring for me ",female,positive,happiness,child,none,True,female,neutral,sadness,adult,none,"No sunbathing for me today, or maybe even the rest of the week.. Today is overcast so inside &amp; reading or coloring for me  😃💏🐠",female,positive,happiness,child,none,😊😊,😃💏🐠
2356,5115,7dd88ad56eeb724cc808dc88de73cff2,I am on a could ⛅😄  have made me very happy ❤️❤️,48,3,I am on a could   have made me very happy ,female,positive,happiness,child,none,True,female,neutral,happiness,child,none,I am on a could   have made me very happy  💨😿📲,female,neutral,sadness,child,none,⛅😄❤❤,💨😿📲
2357,5153,17db658f9f4d9d76af0330ce229deab3,thank you so much 👍👏,20,4,thank you so much ,female,positive,happiness,child,none,False,female,positive,happiness,child,none,thank you so much  🗑️🛐🌞,female,positive,happiness,child,none,👍👏,🗑🛐🌞
2358,5158,17db658f9f4d9d76af0330ce229deab3,thanks lads 👍👏🏉 #littlelegends #rlfamily,40,8,thanks lads  #littlelegends #rlfamily,male,positive,happiness,child,none,False,male,positive,happiness,teen,none,thanks lads  #littlelegends #rlfamily 🌳🍬🤡,male,positive,happiness,child,none,👍👏🏉,🌳🍬🤡
2359,5175,17db658f9f4d9d76af0330ce229deab3,2 from 2 mate weldone 👍👏,24,8,2 from 2 mate weldone ,male,positive,happiness,child,none,False,male,positive,happiness,teen,none,2 from 2 mate weldone  🙈👍✊,male,positive,happiness,teen,none,👍👏,🙈👍✊
2360,5184,17db658f9f4d9d76af0330ce229deab3,Our 2 new family members there so tiny still need names though 🤔,64,8,Our 2 new family members there so tiny still need names though ,female,positive,happiness,child,none,False,female,positive,happiness,child,none,Our 2 new family members there so tiny still need names though  ✌️🍗👆,female,positive,happiness,child,none,🤔,✌🍗👆
2361,5189,17db658f9f4d9d76af0330ce229deab3,thank u 😃👍💪,11,4,thank u ,female,positive,happiness,child,none,False,female,positive,happiness,child,none,thank u  🧠❗😗,female,positive,happiness,child,none,😃👍💪,🧠❗😗
2362,5204,17db658f9f4d9d76af0330ce229deab3,thank u 👍,9,4,thank u ,female,positive,happiness,child,none,False,female,positive,happiness,child,none,thank u  🙆🌙🖤,female,positive,happiness,teen,none,👍,🙆🌙🖤
2363,5211,521e5befed33f8534b21129936393b9c,💜❄Thank you  &amp;  💜❄,22,4,Thank you  &amp;  ,female,positive,happiness,child,none,True,unable to classify.,positive,happiness,child,none,Thank you  &amp;   🍪🦊🔮,female,positive,happiness,child,none,💜❄💜❄,🍪🦊🔮
2364,5212,521e5befed33f8534b21129936393b9c,Thank you 💜❄  💜❄ for your kindness and sup…,43,4,Thank you    for your kindness and sup…,female,positive,happiness,child,none,False,female,positive,happiness,adult,none,Thank you    for your kindness and sup… 🚀🎤🌳,female,positive,happiness,child,none,💜❄💜❄,🚀🎤🌳
2365,5226,f97de6b8f6148212c7f1624bc06c5fa8,😍 thanks,8,8, thanks,female,positive,happiness,child,none,True,male,neutral,happiness,child,none, thanks 😧🥧✝️,female,neutral,sadness,child,none,😍,😧🥧✝
2366,5231,f97de6b8f6148212c7f1624bc06c5fa8,AWWHHHH 😭😭,10,8,AWWHHHH ,female,negative,sadness,child,none,False,female,neutral,happiness,child,none,AWWHHHH  🎹🤙🍒,female,positive,happiness,child,none,😭😭,🎹🤙🍒
2367,5270,51e0aa270402b5b41ac979d5d33d6757,You're welcome! 😀,17,8,You're welcome! ,female,positive,happiness,child,none,False,female,positive,happiness,child,none,You're welcome!  ☀️🔹🥓,female,positive,happiness,child,none,😀,☀🔹🥓
2368,5278,343c35adeaeb4f3349b021b0ccd7e41,"Late last week, at work, we had a meeting to say we are only allowed 3 personal items on our desk. Bye bye all my toys 😥",120,7,"Late last week, at work, we had a meeting to say we are only allowed 3 personal items on our desk. Bye bye all my toys ",female,negative,sadness,child,none,True,female,negative,sadness,adult,none,"Late last week, at work, we had a meeting to say we are only allowed 3 personal items on our desk. Bye bye all my toys  🤣😕🍹",female,neutral,sadness,adult,none,😥,🤣😕🍹
2369,5311,53966501098a3710cd871b4fa6745bb9,and you about South Africa 😄,28,8,and you about South Africa ,female,positive,happiness,child,none,False,female,neutral,neutral,teen,none,and you about South Africa  🙉😶🍂,female,neutral,surprise,teen,none,😄,🙉😶🍂
2370,5312,53966501098a3710cd871b4fa6745bb9,👋🏻👋🏻 we're here too,19,8, we're here too,female,neutral,happiness,child,none,False,female,neutral,surprise,child,none, we're here too ⬅️🎵🐣,female,neutral,happiness,child,none,👋🏻👋🏻,🎵🐣
